Order ID,Restaurant Name,Location,Order Time,Delivery Time,Delivery Duration (min),Pizza Size,Pizza Type,Toppings Count,Distance (km),Traffic Level,Payment Method,Is Peak Hour,Is Weekend,Delivery Efficiency (min/km),Topping Density,Order Month,Payment Category,Estimated Duration (min),Delay (min),Is Delayed,Pizza Complexity,Traffic Impact,Order Hour,Restaurant Avg Time
ORD251,Little Caesars,"Dallas, TX",2024-09-04 18:30:00,2024-09-04 18:50:00,20,Medium,Non-Veg,3,3,High,UPI,TRUE,FALSE,6.666666667,1,September,Online,7.2,12.8,FALSE,6,3,18,28.84422111
ORD252,Pizza Hut,"Los Angeles, CA",2024-09-05 19:45:00,2024-09-05 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,5.555555556,1.111111111,September,Offline,10.8,14.2,FALSE,20,1,19,29.94845361
ORD253,Marco's Pizza,"Chicago, IL",2024-09-06 13:00:00,2024-09-06 13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,FALSE,FALSE,5.714285714,0.857142857,September,Online,8.4,11.6,FALSE,6,2,13,30.28645833
ORD254,Domino's,"Miami, FL",2024-09-07 18:30:00,2024-09-07 18:55:00,25,Large,Veg,4,5,High,Card,TRUE,TRUE,5,0.8,September,Online,12,13,FALSE,12,3,18,30.25943396
ORD255,Papa John's,"Denver, CO",2024-09-08 20:15:00,2024-09-08 20:40:00,25,Small,Vegan,2,2.5,Medium,Cash,TRUE,TRUE,10,0.8,September,Offline,6,19,FALSE,2,2,20,28.18627451
ORD256,Little Caesars,"Boston, MA",2024-09-09 18:30:00,2024-09-09 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,TRUE,FALSE,5.714285714,0.857142857,September,Online,8.4,11.6,FALSE,6,1,18,28.84422111
ORD257,Domino's,"San Francisco, CA",2024-09-10 18:00:00,2024-09-10 18:25:00,25,Large,Veg,3,5,High,Cash,TRUE,FALSE,5,0.6,September,Offline,12,13,FALSE,9,3,18,30.25943396
ORD258,Domino's,"Austin, TX",2024-09-11 19:15:00,2024-09-11 19:35:00,20,Medium,Non-Veg,2,3.5,Medium,Card,TRUE,FALSE,5.714285714,0.571428571,September,Online,8.4,11.6,FALSE,4,2,19,30.25943396
ORD259,Domino's,"Seattle, WA",2024-09-12 20:30:00,2024-09-12 20:50:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,8,0.4,September,Online,6,14,FALSE,1,1,20,30.25943396
ORD260,Domino's,"Chicago, IL",2024-09-13 18:45:00,2024-09-13 19:10:00,25,XL,Cheese Burst,5,4.5,High,UPI,TRUE,FALSE,5.555555556,1.111111111,September,Online,10.8,14.2,FALSE,20,3,18,30.25943396
ORD261,Domino's,"Miami, FL",2024-09-14 19:00:00,2024-09-14 19:20:00,20,Medium,Non-Veg,3,3,Medium,Cash,TRUE,TRUE,6.666666667,1,September,Offline,7.2,12.8,FALSE,6,2,19,30.25943396
ORD262,Domino's,"Denver, CO",2024-09-15 20:00:00,2024-09-15 20:25:00,25,Large,Veg,4,5,High,Card,TRUE,TRUE,5,0.8,September,Online,12,13,FALSE,12,3,20,30.25943396
ORD263,Domino's,"Boston, MA",2024-09-16 18:30:00,2024-09-16 18:50:00,20,Small,Vegan,2,2,Low,Wallet,TRUE,FALSE,10,1,September,Online,4.8,15.2,FALSE,2,1,18,30.25943396
ORD264,Domino's,"Dallas, TX",2024-09-17 19:45:00,2024-09-17 20:10:00,25,XL,Cheese Burst,5,4.5,Medium,UPI,TRUE,FALSE,5.555555556,1.111111111,September,Online,10.8,14.2,FALSE,20,2,19,30.25943396
ORD265,Domino's,"Los Angeles, CA",2024-09-18 18:00:00,2024-09-18 18:20:00,20,Medium,Non-Veg,3,3.5,High,Cash,TRUE,FALSE,5.714285714,0.857142857,September,Offline,8.4,11.6,FALSE,6,3,18,30.25943396
ORD266,Domino's,"New York, NY",2024-09-19 20:15:00,2024-09-19 20:40:00,25,Large,Veg,4,5,High,Card,TRUE,FALSE,5,0.8,September,Online,12,13,FALSE,12,3,20,30.25943396
ORD267,Domino's,"San Jose, CA",2024-09-10 18:00:00,2024-09-10 18:20:00,20,Medium,Veg,2,3,Low,Cash,TRUE,FALSE,6.666666667,0.666666667,September,Offline,7.2,12.8,FALSE,4,1,18,30.25943396
ORD268,Papa John's,"Austin, TX",2024-09-11 19:15:00,2024-09-11 19:45:00,30,Large,Non-Veg,4,6,Medium,Card,TRUE,FALSE,5,0.666666667,September,Online,14.4,15.6,FALSE,12,2,19,28.18627451
ORD269,Pizza Hut,"Seattle, WA",2024-09-12 20:30:00,2024-09-12 21:10:00,40,XL,Cheese Burst,5,8,High,Wallet,TRUE,FALSE,5,0.625,September,Online,19.2,20.8,TRUE,20,3,20,29.94845361
ORD270,Little Caesars,"Chicago, IL",2024-09-13 18:45:00,2024-09-13 19:05:00,20,Small,Vegan,1,2.5,Low,UPI,TRUE,FALSE,8,0.4,September,Online,6,14,FALSE,1,1,18,28.84422111
ORD271,Marco's Pizza,"Miami, FL",2024-09-14 19:00:00,2024-09-14 19:50:00,50,Large,Non-Veg,4,10,High,Cash,TRUE,TRUE,5,0.4,September,Offline,24,26,TRUE,12,3,19,30.28645833
ORD272,Domino's,"Denver, CO",2024-09-15 20:00:00,2024-09-15 20:35:00,35,Medium,Veg,3,5.5,Medium,Card,TRUE,TRUE,6.363636364,0.545454545,September,Online,13.2,21.8,TRUE,6,2,20,30.25943396
ORD273,Papa John's,"Boston, MA",2024-09-16 18:30:00,2024-09-16 18:50:00,20,Small,Vegan,2,2,Low,Wallet,TRUE,FALSE,10,1,September,Online,4.8,15.2,FALSE,2,1,18,28.18627451
ORD274,Pizza Hut,"Dallas, TX",2024-09-17 19:45:00,2024-09-17 20:25:00,40,XL,Cheese Burst,5,7.5,High,UPI,TRUE,FALSE,5.333333333,0.666666667,September,Online,18,22,TRUE,20,3,19,29.94845361
ORD275,Little Caesars,"Los Angeles, CA",2024-09-18 18:00:00,2024-09-18 18:30:00,30,Medium,Non-Veg,3,4,Medium,Cash,TRUE,FALSE,7.5,0.75,September,Offline,9.6,20.4,FALSE,6,2,18,28.84422111
ORD276,Marco's Pizza,"New York, NY",2024-09-19 20:15:00,2024-09-19 21:00:00,45,Large,Veg,4,9,High,Card,TRUE,FALSE,5,0.444444444,September,Online,21.6,23.4,TRUE,12,3,20,30.28645833
ORD278,Domino's,"New York, NY",2024-09-15 18:45:00,2024-09-15 19:10:00,25,Large,Veg,3,5,High,Domino's Cash,TRUE,TRUE,5,0.6,September,Offline,12,13,FALSE,9,3,18,30.25943396
ORD279,Pizza Hut,"Los Angeles, CA",2024-09-16 20:00:00,2024-09-16 20:30:00,30,XL,Cheese Burst,5,6.5,Medium,Card,TRUE,FALSE,4.615384615,0.769230769,September,Online,15.6,14.4,FALSE,20,2,20,29.94845361
ORD280,Papa John's,"Chicago, IL",2024-09-17 19:15:00,2024-09-17 19:35:00,20,Medium,Non-Veg,4,4,Low,UPI,TRUE,FALSE,5,1,September,Online,9.6,10.4,FALSE,8,1,19,28.18627451
ORD281,Little Caesars,"Houston, TX",2024-09-18 18:30:00,2024-09-18 19:05:00,35,Small,Vegan,2,7.5,High,Wallet,TRUE,FALSE,4.666666667,0.266666667,September,Online,18,17,TRUE,2,3,18,28.84422111
ORD282,Marco's Pizza,"Phoenix, AZ",2024-09-19 13:00:00,2024-09-19 13:20:00,20,Medium,Non-Veg,3,3.5,Low,Card,FALSE,FALSE,5.714285714,0.857142857,September,Online,8.4,11.6,FALSE,6,1,13,30.28645833
ORD283,Domino's,"Miami, FL",2024-09-20 18:45:00,2024-09-20 19:15:00,30,Large,Veg,4,6,Medium,Domino's Cash,TRUE,FALSE,5,0.666666667,September,Offline,14.4,15.6,FALSE,12,2,18,30.25943396
ORD284,Pizza Hut,"Denver, CO",2024-09-21 20:15:00,2024-09-21 20:40:00,25,XL,Cheese Burst,5,5,Low,UPI,TRUE,TRUE,5,1,September,Online,12,13,FALSE,20,1,20,29.94845361
ORD285,Papa John's,"Boston, MA",2024-09-22 19:30:00,2024-09-22 19:55:00,25,Small,Vegan,2,4,High,Wallet,TRUE,TRUE,6.25,0.5,September,Online,9.6,15.4,FALSE,2,3,19,28.18627451
ORD286,Little Caesars,"Dallas, TX",2024-09-23 18:00:00,2024-09-23 18:20:00,20,Medium,Non-Veg,3,3,Medium,Card,TRUE,FALSE,6.666666667,1,September,Online,7.2,12.8,FALSE,6,2,18,28.84422111
ORD287,Marco's Pizza,"Seattle, WA",2024-09-24 13:15:00,2024-09-24 13:45:00,30,Medium,Non-Veg,3,6,High,UPI,FALSE,FALSE,5,0.5,September,Online,14.4,15.6,FALSE,6,3,13,30.28645833
ORD288,Domino's,"New York, NY",2024-09-25 18:30:00,2024-09-25 19:00:00,30,Large,Veg,4,5.5,High,Domino's Cash,TRUE,FALSE,5.454545455,0.727272727,September,Offline,13.2,16.8,FALSE,12,3,18,30.25943396
ORD289,Pizza Hut,"Los Angeles, CA",2024-09-26 19:45:00,2024-09-26 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,FALSE,5.555555556,1.111111111,September,Offline,10.8,14.2,FALSE,20,1,19,29.94845361
ORD290,Papa John's,"Chicago, IL",2024-09-27 20:15:00,2024-09-27 20:40:00,25,Medium,Non-Veg,4,3.5,Medium,Card,TRUE,FALSE,7.142857143,1.142857143,September,Online,8.4,16.6,FALSE,8,2,20,28.18627451
ORD291,Little Caesars,"Houston, TX",2024-09-28 18:30:00,2024-09-28 18:50:00,20,Small,Vegan,2,2,Low,Wallet,TRUE,TRUE,10,1,September,Online,4.8,15.2,FALSE,2,1,18,28.84422111
ORD292,Marco's Pizza,"Phoenix, AZ",2024-09-29 13:00:00,2024-09-29 13:20:00,20,Medium,Non-Veg,3,3,Low,UPI,FALSE,TRUE,6.666666667,1,September,Online,7.2,12.8,FALSE,6,1,13,30.28645833
ORD293,Domino's,"Miami, FL",2024-09-30 18:30:00,2024-09-30 18:55:00,25,Large,Veg,4,5,High,Domino's Cash,TRUE,FALSE,5,0.8,September,Offline,12,13,FALSE,12,3,18,30.25943396
ORD294,Pizza Hut,"Denver, CO",2024-10-01 19:45:00,2024-10-01 20:10:00,25,XL,Cheese Burst,5,4,High,Card,TRUE,FALSE,6.25,1.25,October,Online,9.6,15.4,FALSE,20,3,19,29.94845361
ORD295,Papa John's,"Boston, MA",2024-10-02 20:15:00,2024-10-02 20:40:00,25,Small,Vegan,2,2.5,Medium,Wallet,TRUE,FALSE,10,0.8,October,Online,6,19,FALSE,2,2,20,28.18627451
ORD296,Little Caesars,"Dallas, TX",2024-10-03 18:30:00,2024-10-03 18:50:00,20,Medium,Non-Veg,3,3.5,Low,UPI,TRUE,FALSE,5.714285714,0.857142857,October,Online,8.4,11.6,FALSE,6,1,18,28.84422111
ORD297,Marco's Pizza,"Seattle, WA",2024-10-04 13:00:00,2024-10-04 13:20:00,20,Medium,Non-Veg,3,3.5,Low,Card,FALSE,FALSE,5.714285714,0.857142857,October,Online,8.4,11.6,FALSE,6,1,13,30.28645833
ORD298,Domino's,"New York, NY",2024-10-05 18:30:00,2024-10-05 18:55:00,25,Large,Veg,4,5,High,Domino's Cash,TRUE,TRUE,5,0.8,October,Offline,12,13,FALSE,12,3,18,30.25943396
ORD299,Pizza Hut,"Los Angeles, CA",2024-10-06 19:45:00,2024-10-06 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,TRUE,TRUE,5.555555556,1.111111111,October,Offline,10.8,14.2,FALSE,20,1,19,29.94845361
ORD300,Papa John's,"Chicago, IL",2024-10-07 20:15:00,2024-10-07 20:40:00,25,Medium,Non-Veg,4,3.5,Medium,Card,TRUE,FALSE,7.142857143,1.142857143,October,Online,8.4,16.6,FALSE,8,2,20,28.18627451
ORD301,Little Caesars,"Houston, TX",2024-10-08 18:30:00,2024-10-08 18:50:00,20,Small,Vegan,2,2,Low,Wallet,TRUE,FALSE,10,1,October,Online,4.8,15.2,FALSE,2,1,18,28.84422111
ORD302,Marco's Pizza,"Phoenix, AZ",2024-10-09 13:00:00,2024-10-09 13:20:00,20,Medium,Non-Veg,3,3,Low,UPI,FALSE,FALSE,6.666666667,1,October,Online,7.2,12.8,FALSE,6,1,13,30.28645833
ORD303,Domino's,"Miami, FL",2024-10-10 18:30:00,2024-10-10 18:55:00,25,Large,Veg,4,5,High,Domino's Cash,TRUE,FALSE,5,0.8,October,Offline,12,13,FALSE,12,3,18,30.25943396
ORD304,Pizza Hut,"Denver, CO",2024-10-11 19:45:00,2024-10-11 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Card,TRUE,FALSE,5.555555556,1.111111111,October,Online,10.8,14.2,FALSE,20,1,19,29.94845361
ORD305,Papa John's,"Boston, MA",2024-10-12 20:15:00,2024-10-12 20:40:00,25,Small,Vegan,2,2.5,Medium,Wallet,TRUE,TRUE,10,0.8,October,Online,6,19,FALSE,2,2,20,28.18627451
ORD306,Little Caesars,"Dallas, TX",2024-10-13 18:30:00,2024-10-13 18:50:00,20,Medium,Non-Veg,3,3.5,Low,UPI,TRUE,TRUE,5.714285714,0.857142857,October,Online,8.4,11.6,FALSE,6,1,18,28.84422111
ORD307,Domino's,"New York, NY",2024-08-26 18:00:00,2024-08-26 18:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,6.666666667,0.666666667,August,Online,7.2,12.8,FALSE,4,1,18,30.25943396
ORD308,Papa John's,"Chicago, IL",2024-08-27 19:15:00,2024-08-27 19:45:00,30,Large,Non-Veg,4,6,Medium,UPI,TRUE,FALSE,5,0.666666667,August,Online,14.4,15.6,FALSE,12,2,19,28.18627451
ORD309,Pizza Hut,"Los Angeles, CA",2024-08-28 20:30:00,2024-08-28 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,5,0.625,August,Offline,19.2,20.8,TRUE,20,3,20,29.94845361
ORD310,Little Caesars,"Houston, TX",2024-08-29 18:45:00,2024-08-29 19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,8,0.4,August,Offline,6,14,FALSE,1,1,18,28.84422111
ORD311,Marco's Pizza,"Phoenix, AZ",2024-08-30 19:00:00,2024-08-30 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,August,Online,24,26,TRUE,12,3,19,30.28645833
ORD312,Domino's,"Miami, FL",2024-08-31 20:00:00,2024-08-31 20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,TRUE,6.363636364,0.545454545,August,Online,13.2,21.8,TRUE,6,2,20,30.25943396
ORD313,Papa John's,"Denver, CO",2024-09-01 18:30:00,2024-09-01 18:50:00,20,Small,Vegan,2,2,Low,UPI,TRUE,TRUE,10,1,September,Online,4.8,15.2,FALSE,2,1,18,28.18627451
ORD314,Pizza Hut,"Boston, MA",2024-09-02 19:45:00,2024-09-02 20:25:00,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,5.333333333,0.666666667,September,Offline,18,22,TRUE,20,3,19,29.94845361
ORD315,Little Caesars,"Dallas, TX",2024-09-03 18:00:00,2024-09-03 18:30:00,30,Medium,Non-Veg,3,4,Medium,Cash,TRUE,FALSE,7.5,0.75,September,Offline,9.6,20.4,FALSE,6,2,18,28.84422111
ORD316,Marco's Pizza,"Seattle, WA",2024-09-04 20:15:00,2024-09-04 21:00:00,45,Large,Veg,4,9,High,Wallet,TRUE,FALSE,5,0.444444444,September,Online,21.6,23.4,TRUE,12,3,20,30.28645833
ORD317,Domino's,"San Jose, CA",2024-09-05 18:00:00,2024-09-05 18:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,6.666666667,0.666666667,September,Online,7.2,12.8,FALSE,4,1,18,30.25943396
ORD318,Papa John's,"Austin, TX",2024-09-06 19:15:00,2024-09-06 19:45:00,30,Large,Non-Veg,4,6,Medium,Cash,TRUE,FALSE,5,0.666666667,September,Offline,14.4,15.6,FALSE,12,2,19,28.18627451
ORD319,Pizza Hut,"San Diego, CA",2024-09-07 20:30:00,2024-09-07 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,TRUE,5,0.625,September,Offline,19.2,20.8,TRUE,20,3,20,29.94845361
ORD320,Little Caesars,"Jacksonville, FL",2024-09-08 18:45:00,2024-09-08 19:05:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,TRUE,8,0.4,September,Online,6,14,FALSE,1,1,18,28.84422111
ORD321,Marco's Pizza,"Fort Worth, TX",2024-09-09 19:00:00,2024-09-09 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,September,Online,24,26,TRUE,12,3,19,30.28645833
ORD322,Domino's,"Columbus, OH",2024-09-10 20:00:00,2024-09-10 20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,FALSE,6.363636364,0.545454545,September,Online,13.2,21.8,TRUE,6,2,20,30.25943396
ORD323,Papa John's,"Charlotte, NC",2024-09-11 18:30:00,2024-09-11 18:50:00,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,10,1,September,Online,4.8,15.2,FALSE,2,1,18,28.18627451
ORD324,Pizza Hut,"Indianapolis, IN",2024-09-12 19:45:00,2024-09-12 20:25:00,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,5.333333333,0.666666667,September,Offline,18,22,TRUE,20,3,19,29.94845361
ORD325,Little Caesars,"San Francisco, CA",2024-09-13 18:00:00,2024-09-13 18:30:00,30,Medium,Non-Veg,3,4,Medium,Cash,TRUE,FALSE,7.5,0.75,September,Offline,9.6,20.4,FALSE,6,2,18,28.84422111
ORD326,Marco's Pizza,"Charlotte, NC",2024-09-14 20:15:00,2024-09-14 21:00:00,45,Large,Veg,4,9,High,Wallet,TRUE,TRUE,5,0.444444444,September,Online,21.6,23.4,TRUE,12,3,20,30.28645833
ORD327,Domino's,"Detroit, MI",2024-09-15 18:00:00,2024-09-15 18:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,TRUE,6.666666667,0.666666667,September,Online,7.2,12.8,FALSE,4,1,18,30.25943396
ORD328,Papa John's,"El Paso, TX",2024-09-16 19:15:00,2024-09-16 19:45:00,30,Large,Non-Veg,4,6,Medium,Cash,TRUE,FALSE,5,0.666666667,September,Offline,14.4,15.6,FALSE,12,2,19,28.18627451
ORD329,Pizza Hut,"Memphis, TN",2024-09-17 20:30:00,2024-09-17 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,5,0.625,September,Offline,19.2,20.8,TRUE,20,3,20,29.94845361
ORD330,Little Caesars,"Baltimore, MD",2024-09-18 18:45:00,2024-09-18 19:05:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,8,0.4,September,Online,6,14,FALSE,1,1,18,28.84422111
ORD331,Marco's Pizza,"Boston, MA",2024-09-19 19:00:00,2024-09-19 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,September,Online,24,26,TRUE,12,3,19,30.28645833
ORD332,Domino's,"New York, NY",2024-09-20 18:00:00,2024-09-20 18:20:00,20,Medium,Veg,2,3,Low,Domino's Cash,TRUE,FALSE,6.666666667,0.666666667,September,Offline,7.2,12.8,FALSE,4,1,18,30.25943396
ORD333,Papa John's,"Chicago, IL",2024-09-21 19:15:00,2024-09-21 19:45:00,30,Large,Non-Veg,4,6,Medium,UPI,TRUE,TRUE,5,0.666666667,September,Online,14.4,15.6,FALSE,12,2,19,28.18627451
ORD334,Pizza Hut,"Los Angeles, CA",2024-09-22 20:30:00,2024-09-22 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,TRUE,5,0.625,September,Offline,19.2,20.8,TRUE,20,3,20,29.94845361
ORD335,Little Caesars,"Houston, TX",2024-09-23 18:45:00,2024-09-23 19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,8,0.4,September,Offline,6,14,FALSE,1,1,18,28.84422111
ORD336,Marco's Pizza,"Phoenix, AZ",2024-09-24 19:00:00,2024-09-24 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,September,Online,24,26,TRUE,12,3,19,30.28645833
ORD337,Domino's,"Miami, FL",2024-09-25 20:00:00,2024-09-25 20:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,6.666666667,0.666666667,September,Online,7.2,12.8,FALSE,4,1,20,30.25943396
ORD338,Papa John's,"Chicago, IL",2024-09-26 19:15:00,2024-09-26 19:45:00,30,Large,Non-Veg,4,6,Medium,UPI,TRUE,FALSE,5,0.666666667,September,Online,14.4,15.6,FALSE,12,2,19,28.18627451
ORD339,Pizza Hut,"Los Angeles, CA",2024-09-27 20:30:00,2024-09-27 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,5,0.625,September,Offline,19.2,20.8,TRUE,20,3,20,29.94845361
ORD340,Little Caesars,"Houston, TX",2024-09-28 18:45:00,2024-09-28 19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,TRUE,8,0.4,September,Offline,6,14,FALSE,1,1,18,28.84422111
ORD341,Marco's Pizza,"Phoenix, AZ",2024-09-29 19:00:00,2024-09-29 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,TRUE,5,0.4,September,Online,24,26,TRUE,12,3,19,30.28645833
ORD342,Domino's,"Miami, FL",2024-09-30 20:00:00,2024-09-30 20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,FALSE,6.363636364,0.545454545,September,Online,13.2,21.8,TRUE,6,2,20,30.25943396
ORD343,Papa John's,"Denver, CO",2024-10-01 18:30:00,2024-10-01 18:50:00,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,10,1,October,Online,4.8,15.2,FALSE,2,1,18,28.18627451
ORD344,Pizza Hut,"Boston, MA",2024-10-02 19:45:00,2024-10-02 20:25:00,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,FALSE,5.333333333,0.666666667,October,Offline,18,22,TRUE,20,3,19,29.94845361
ORD345,Little Caesars,"Dallas, TX",2024-10-03 18:00:00,2024-10-03 18:30:00,30,Medium,Non-Veg,3,4,Medium,Cash,TRUE,FALSE,7.5,0.75,October,Offline,9.6,20.4,FALSE,6,2,18,28.84422111
ORD346,Marco's Pizza,"Seattle, WA",2024-10-04 20:15:00,2024-10-04 21:00:00,45,Large,Veg,4,9,High,Wallet,TRUE,FALSE,5,0.444444444,October,Online,21.6,23.4,TRUE,12,3,20,30.28645833
ORD347,Domino's,"San Jose, CA",2024-10-05 18:00:00,2024-10-05 18:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,TRUE,6.666666667,0.666666667,October,Online,7.2,12.8,FALSE,4,1,18,30.25943396
ORD348,Papa John's,"Austin, TX",2024-10-06 19:15:00,2024-10-06 19:45:00,30,Large,Non-Veg,4,6,Medium,Cash,TRUE,TRUE,5,0.666666667,October,Offline,14.4,15.6,FALSE,12,2,19,28.18627451
ORD349,Pizza Hut,"San Diego, CA",2024-10-07 20:30:00,2024-10-07 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,5,0.625,October,Offline,19.2,20.8,TRUE,20,3,20,29.94845361
ORD350,Little Caesars,"Jacksonville, FL",2024-10-08 18:45:00,2024-10-08 19:05:00,20,Small,Vegan,1,2.5,Low,Wallet,TRUE,FALSE,8,0.4,October,Online,6,14,FALSE,1,1,18,28.84422111
ORD351,Marco's Pizza,"Fort Worth, TX",2024-10-09 19:00:00,2024-10-09 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,October,Online,24,26,TRUE,12,3,19,30.28645833
ORD352,Domino's,"Columbus, OH",2024-10-10 20:00:00,2024-10-10 20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,FALSE,6.363636364,0.545454545,October,Online,13.2,21.8,TRUE,6,2,20,30.25943396
ORD353,Papa John's,"Charlotte, NC",2024-10-11 18:30:00,2024-10-11 18:50:00,20,Small,Vegan,2,2,Low,UPI,TRUE,FALSE,10,1,October,Online,4.8,15.2,FALSE,2,1,18,28.18627451
ORD354,Pizza Hut,"Indianapolis, IN",2024-10-12 19:45:00,2024-10-12 20:25:00,40,XL,Cheese Burst,5,7.5,High,Hut Points,TRUE,TRUE,5.333333333,0.666666667,October,Offline,18,22,TRUE,20,3,19,29.94845361
ORD355,Little Caesars,"San Francisco, CA",2024-10-13 18:00:00,2024-10-13 18:30:00,30,Medium,Non-Veg,3,4,Medium,Cash,TRUE,TRUE,7.5,0.75,October,Offline,9.6,20.4,FALSE,6,2,18,28.84422111
ORD356,Marco's Pizza,"Charlotte, NC",2024-10-14 20:15:00,2024-10-14 21:00:00,45,Large,Veg,4,9,High,Wallet,TRUE,FALSE,5,0.444444444,October,Online,21.6,23.4,TRUE,12,3,20,30.28645833
ORD357,Domino's,"Detroit, MI",2024-10-15 18:00:00,2024-10-15 18:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,6.666666667,0.666666667,October,Online,7.2,12.8,FALSE,4,1,18,30.25943396
ORD358,Papa John's,"El Paso, TX",2024-10-16 19:15:00,2024-10-16 19:45:00,30,Large,Non-Veg,4,6,Medium,Wallet,TRUE,FALSE,5,0.666666667,October,Online,14.4,15.6,FALSE,12,2,19,28.18627451
ORD359,Pizza Hut,"Memphis, TN",2024-10-17 20:30:00,2024-10-17 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,5,0.625,October,Offline,19.2,20.8,TRUE,20,3,20,29.94845361
ORD360,Little Caesars,"Baltimore, MD",2024-10-18 18:45:00,2024-10-18 19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,8,0.4,October,Offline,6,14,FALSE,1,1,18,28.84422111
ORD361,Marco's Pizza,"Boston, MA",2024-10-19 19:00:00,2024-10-19 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,TRUE,5,0.4,October,Online,24,26,TRUE,12,3,19,30.28645833
ORD362,Domino's,"New York, NY",2024-10-20 18:00:00,2024-10-20 18:20:00,20,Medium,Veg,2,3,Low,Domino's Cash,TRUE,TRUE,6.666666667,0.666666667,October,Offline,7.2,12.8,FALSE,4,1,18,30.25943396
ORD363,Domino's,"Miami, FL",2024-10-21 20:00:00,2024-10-21 20:20:00,20,Medium,Veg,2,3,Low,Card,TRUE,FALSE,6.666666667,0.666666667,October,Online,7.2,12.8,FALSE,4,1,20,30.25943396
ORD364,Papa John's,"Chicago, IL",2024-10-22 19:15:00,2024-10-22 19:45:00,30,Large,Non-Veg,4,6,Medium,UPI,TRUE,FALSE,5,0.666666667,October,Online,14.4,15.6,FALSE,12,2,19,28.18627451
ORD365,Pizza Hut,"Los Angeles, CA",2024-10-23 20:30:00,2024-10-23 21:10:00,40,XL,Cheese Burst,5,8,High,Hut Points,TRUE,FALSE,5,0.625,October,Offline,19.2,20.8,TRUE,20,3,20,29.94845361
ORD366,Little Caesars,"Houston, TX",2024-10-24 18:45:00,2024-10-24 19:05:00,20,Small,Vegan,1,2.5,Low,Cash,TRUE,FALSE,8,0.4,October,Offline,6,14,FALSE,1,1,18,28.84422111
ORD367,Marco's Pizza,"Phoenix, AZ",2024-10-25 19:00:00,2024-10-25 19:50:00,50,Large,Non-Veg,4,10,High,Card,TRUE,FALSE,5,0.4,October,Online,24,26,TRUE,12,3,19,30.28645833
ORD368,Domino's,"Miami, FL",2024-10-26 20:00:00,2024-10-26 20:35:00,35,Medium,Veg,3,5.5,Medium,Wallet,TRUE,TRUE,6.363636364,0.545454545,October,Online,13.2,21.8,TRUE,6,2,20,30.25943396
